run_accession,sample_name,sample_acc,experiment,library_name,sra_study,center_name,platform,assay_type,librarysource,organism,releasedate,bases,size_in_bytes,size_in_GB,disease_sam,disease_stage_sam_s_dpl172,tissue_sam,run_file_create_date
SRR8615729,TOV21G_OVARY,SRS4395668,SRX5414671,RNASeq-TOV21G_OVARY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15601367384,7862586021,7.86,carcinoma (clear_cell_carcinoma),primary,ovary,2019-02-23T23:54:00.000Z
SRR8615900,HCC33_LUNG,SRS4396047,SRX5415150,RNASeq-HCC33_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16559005550,8198611263,8.2,carcinoma (small_cell_carcinoma),metastasis,lung,2019-02-24T00:17:00.000Z
SRR8616051,SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395926,SRX5414999,RNASeq-SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,21712604280,11744726525,11.74,"haematopoietic_neoplasm (acute_myeloid_leukaemia, M5)",primary,haematopoietic_and_lymphoid_tissue,2019-02-24T00:50:00.000Z
SRR8615841,IM95_STOMACH,SRS4395581,SRX5414559,RNASeq-IM95_STOMACH,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17714982466,8887758411,8.89,carcinoma (intestinal_adenocarcinoma),primary,stomach,2019-02-24T00:16:00.000Z
SRR8615379,GSS_STOMACH,SRS4395110,SRX5414374,RNASeq-GSS_STOMACH,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17787671358,8878176583,8.88,carcinoma (adenocarcinoma),metastasis,stomach,2019-02-23T22:53:00.000Z
SRR8615512,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395311,SRX5414241,RNASeq-OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18580886978,9894008135,9.89,"haematopoietic_neoplasm (acute_myeloid_leukaemia, M4)",primary,haematopoietic_and_lymphoid_tissue,2019-02-23T23:29:00.000Z
SRR8615510,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395313,SRX5414243,RNASeq-OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17605214858,8840019091,8.84,"haematopoietic_neoplasm (acute_myeloid_leukaemia, M4)",primary,haematopoietic_and_lymphoid_tissue,2019-02-23T23:27:00.000Z
SRR8616188,NCIH146_LUNG,SRS4395814,SRX5414862,RNASeq-NCIH146_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16387165362,8093112266,8.09,carcinoma (small_cell_carcinoma),metastasis,lung,2019-02-24T01:06:00.000Z
SRR8615657,SNU46_UPPER_AERODIGESTIVE_TRACT,SRS4395231,SRX5414743,RNASeq-SNU46_UPPER_AERODIGESTIVE_TRACT,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15967864872,7373107865,7.37,carcinoma (squamous_cell_carcinoma),primary,upper_aerodigestive_tract,2019-02-23T23:42:00.000Z
SRR8615943,KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395261,SRX5415107,RNASeq-KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,12868320918,6086584152,6.09,haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia),primary,haematopoietic_and_lymphoid_tissue,2019-02-24T00:02:00.000Z
SRR8616005,DMS454_LUNG,SRS4395961,SRX5415045,RNASeq-DMS454_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18909928616,9395663160,9.4,carcinoma (small_cell_carcinoma),primary,lung,2019-02-24T00:41:00.000Z
SRR8615322,HS746T_STOMACH,SRS4395465,SRX5414431,RNASeq-HS746T_STOMACH,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,20065263980,9883717084,9.88,carcinoma,metastasis,stomach,2019-02-23T23:04:00.000Z
SRR8615340,UACC257_SKIN,SRS4395451,SRX5414413,RNASeq-UACC257_SKIN,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14275173552,7176097972,7.18,malignant_melanoma,primary,skin,2019-02-23T22:48:00.000Z
SRR8615451,HCC56_LARGE_INTESTINE,SRS4395287,SRX5414302,RNASeq-HCC56_LARGE_INTESTINE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18376858898,9017491743,9.02,carcinoma (adenocarcinoma),primary,large_intestine,2019-02-23T23:12:00.000Z
SRR8615939,SNU119_OVARY,SRS4396012,SRX5415111,RNASeq-SNU119_OVARY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,27397882968,14699140694,14.7,carcinoma (adenocarcinoma),primary,ovary,2019-02-24T00:46:00.000Z
SRR8615661,HUH7_LIVER,SRS4395728,SRX5414739,RNASeq-HUH7_LIVER,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18118600888,8890602349,8.89,carcinoma (hepatocellular_carcinoma),primary,liver,2019-02-23T23:36:00.000Z
SRR8615558,JIMT1_BREAST,SRS4395799,SRX5414842,RNASeq-JIMT1_BREAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14689020850,6934602563,6.93,carcinoma (ductal_carcinoma),metastasis,breast,2019-02-23T23:20:00.000Z
SRR8615519,MIAPACA2_PANCREAS,SRS4395304,SRX5414234,RNASeq-MIAPACA2_PANCREAS,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16945255204,8968138771,8.97,carcinoma (ductal_carcinoma),primary,pancreas,2019-02-23T23:22:00.000Z
SRR8615488,ISTMES1_PLEURA,SRS4395216,SRX5414265,RNASeq-ISTMES1_PLEURA,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15566240190,7792990291,7.79,mesothelioma,primary,pleura,2019-02-23T23:17:00.000Z
SRR8616154,OVTOKO_OVARY,SRS4395843,SRX5414896,RNASeq-OVTOKO_OVARY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,20072994318,10571891467,10.57,carcinoma (clear_cell_carcinoma),metastasis,ovary,2019-02-24T01:07:00.000Z
SRR8615924,SW1116_LARGE_INTESTINE,SRS4395203,SRX5415126,RNASeq-SW1116_LARGE_INTESTINE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,12151943270,5825474339,5.83,carcinoma (adenocarcinoma),primary,large_intestine,2019-02-23T23:57:00.000Z
SRR8615348,KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395263,SRX5414405,RNASeq-KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,12746816100,6166312077,6.17,lymphoid_neoplasm (plasma_cell_myeloma),primary,haematopoietic_and_lymphoid_tissue,2019-02-23T22:47:00.000Z
SRR8615739,G401_SOFT_TISSUE,SRS4395658,SRX5414661,RNASeq-G401_SOFT_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16398421004,8161486218,8.16,rhabdoid_tumour,primary,soft_tissue,2019-02-24T00:01:00.000Z
SRR8615877,OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4396069,SRX5415173,RNASeq-OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16062686500,8107696459,8.11,lymphoid_neoplasm (plasma_cell_myeloma),primary,haematopoietic_and_lymphoid_tissue,2019-02-24T00:18:00.000Z
SRR8615648,A172_CENTRAL_NERVOUS_SYSTEM,SRS4395737,SRX5414752,RNASeq-A172_CENTRAL_NERVOUS_SYSTEM,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16245215114,8622852164,8.62,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",primary,central_nervous_system,2019-02-23T23:37:00.000Z
SRR8615586,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395778,SRX5414814,RNASeq-MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17086055062,8551772489,8.55,lymphoid_neoplasm (chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma),primary,haematopoietic_and_lymphoid_tissue,2019-02-23T23:33:00.000Z
SRR8615236,MFE296_ENDOMETRIUM,SRS4395542,SRX5414517,RNASeq-MFE296_ENDOMETRIUM,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,20984597694,10420460406,10.42,carcinoma (adenocarcinoma),primary,endometrium,2019-02-23T23:05:00.000Z
SRR8615890,HS940T_FIBROBLAST,SRS4396057,SRX5415160,RNASeq-HS940T_FIBROBLAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19498643678,9602774582,9.6,malignant_melanoma,primary,skin,2019-02-24T00:27:00.000Z
SRR8616087,TO175T_FIBROBLAST,SRS4395897,SRX5414963,RNASeq-TO175T_FIBROBLAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15569564504,7622045043,7.62,lymphoid_neoplasm (Hodgkin_lymphoma),metastasis,haematopoietic_and_lymphoid_tissue,2019-02-24T00:46:00.000Z
SRR8615898,NCIH1299_LUNG,SRS4396049,SRX5415152,RNASeq-NCIH1299_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17638968250,8724032640,8.72,carcinoma (non_small_cell_carcinoma),metastasis,lung,2019-02-24T00:23:00.000Z
SRR8616136,HLFA_FIBROBLAST,SRS4395853,SRX5414914,RNASeq-HLFA_FIBROBLAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17987144136,8870977136,8.87,carcinoma (squamous_cell_carcinoma),primary,lung,2019-02-24T00:57:00.000Z
SRR8616215,FADU_UPPER_AERODIGESTIVE_TRACT,SRS4396081,SRX5415187,RNASeq-FADU_UPPER_AERODIGESTIVE_TRACT,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14494665338,7290085250,7.29,carcinoma (squamous_cell_carcinoma),primary,upper_aerodigestive_tract,2019-02-24T00:30:00.000Z
SRR8616103,LC1F_LUNG,SRS4395883,SRX5414947,RNASeq-LC1F_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15008180244,7047992298,7.05,carcinoma (squamous_cell_carcinoma),primary,lung,2019-02-24T00:28:00.000Z
SRR8615447,NH6_AUTONOMIC_GANGLIA,SRS4395364,SRX5414306,RNASeq-NH6_AUTONOMIC_GANGLIA,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19295179784,10138763907,10.14,neuroblastoma,primary,autonomic_ganglia,2019-02-23T23:10:00.000Z
SRR8616135,HLF_LIVER,SRS4395854,SRX5414915,RNASeq-HLF_LIVER,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19594688416,10401219715,10.4,carcinoma (hepatocellular_carcinoma),primary,liver,2019-02-24T00:55:00.000Z
SRR8615309,SNU216_STOMACH,SRS4395225,SRX5414444,RNASeq-SNU216_STOMACH,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,20475156118,10983810422,10.98,carcinoma,metastasis,stomach,2019-02-23T23:13:00.000Z
SRR8615926,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4396024,SRX5415124,RNASeq-SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17108212644,8442275664,8.44,lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia),metastasis,haematopoietic_and_lymphoid_tissue,2019-02-24T00:19:00.000Z
SRR8615831,TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395588,SRX5414569,RNASeq-TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14339254416,6940259377,6.94,lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia),primary,haematopoietic_and_lymphoid_tissue,2019-02-23T23:48:00.000Z
SRR8615450,NUGC3_STOMACH,SRS4395362,SRX5414303,RNASeq-NUGC3_STOMACH,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,20087577708,10341223212,10.34,carcinoma,primary,stomach,2019-02-23T23:17:00.000Z
SRR8615624,ECC12_STOMACH,SRS4395115,SRX5414776,RNASeq-ECC12_STOMACH,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,25794951762,14330934780,14.33,carcinoma (small_cell_adenocarcinoma),metastasis,stomach,2019-02-23T23:49:00.000Z
SRR8615803,RKO_LARGE_INTESTINE,SRS4395609,SRX5414597,RNASeq-RKO_LARGE_INTESTINE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14164284238,7133259421,7.13,carcinoma (adenocarcinoma),primary,large_intestine,2019-02-23T23:47:00.000Z
SRR8615601,NCIH2081_LUNG,SRS4395770,SRX5414799,RNASeq-NCIH2081_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19906974558,9865108683,9.87,carcinoma (small_cell_carcinoma),metastasis,lung,2019-02-23T23:40:00.000Z
SRR8615838,LN18_CENTRAL_NERVOUS_SYSTEM,SRS4395582,SRX5414562,RNASeq-LN18_CENTRAL_NERVOUS_SYSTEM,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14554747410,6883023914,6.88,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",primary,central_nervous_system,2019-02-23T23:53:00.000Z
SRR8615894,TUHR4TKB_KIDNEY,SRS4396053,SRX5415156,RNASeq-TUHR4TKB_KIDNEY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,8673458628,4094100671,4.09,carcinoma,primary,kidney,2019-02-23T23:04:00.000Z
SRR8616004,DMS273_LUNG,SRS4395963,SRX5415046,RNASeq-DMS273_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16706597456,8299033989,8.3,carcinoma (small_cell_carcinoma),metastasis,lung,2019-02-24T00:40:00.000Z
SRR8615774,AU565_BREAST,SRS4395626,SRX5414626,RNASeq-AU565_BREAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19345831890,9677405895,9.68,carcinoma,metastasis,breast,2019-02-24T00:06:00.000Z
SRR8615393,LS411N_LARGE_INTESTINE,SRS4395405,SRX5414360,RNASeq-LS411N_LARGE_INTESTINE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17584731654,9402735376,9.4,carcinoma (adenocarcinoma),primary,large_intestine,2019-02-23T22:51:00.000Z
SRR8615282,HCT116_LARGE_INTESTINE,SRS4395501,SRX5414471,RNASeq-HCT116_LARGE_INTESTINE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16946894434,8428714087,8.43,carcinoma,primary,large_intestine,2019-02-23T22:59:00.000Z
SRR8615279,HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395504,SRX5414474,RNASeq-HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,20633883274,10310605940,10.31,lymphoid_neoplasm (Hodgkin_lymphoma),metastasis,haematopoietic_and_lymphoid_tissue,2019-02-23T22:52:00.000Z
SRR8615573,SNU1033_LARGE_INTESTINE,SRS4395147,SRX5414827,RNASeq-SNU1033_LARGE_INTESTINE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,20784556084,11248574983,11.25,carcinoma,primary,large_intestine,2019-02-23T23:32:00.000Z
SRR8615908,KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4396039,SRX5415142,RNASeq-KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,13884430812,6575737268,6.58,lymphoid_neoplasm (Hodgkin_lymphoma),metastasis,haematopoietic_and_lymphoid_tissue,2019-02-24T00:00:00.000Z
SRR8615474,SNU869_BILIARY_TRACT,SRS4395344,SRX5414279,RNASeq-SNU869_BILIARY_TRACT,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,30854078526,15449491831,15.45,carcinoma,primary,biliary_tract,2019-02-23T23:34:00.000Z
SRR8616027,SNU620_STOMACH,SRS4395198,SRX5415023,RNASeq-SNU620_STOMACH,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,23536643070,12632036835,12.63,carcinoma,metastasis,stomach,2019-02-24T01:02:00.000Z
SRR8616043,HT1080_SOFT_TISSUE,SRS4395934,SRX5415007,RNASeq-HT1080_SOFT_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19736533422,9664565330,9.66,fibrosarcoma,metastasis,soft_tissue,2019-02-24T01:13:00.000Z
SRR8615390,TE8_OESOPHAGUS,SRS4395408,SRX5414363,RNASeq-TE8_OESOPHAGUS,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,13991256088,6652676346,6.65,carcinoma (squamous_cell_carcinoma),primary,oesophagus,2019-02-23T22:46:00.000Z
SRR8615281,HCT15_LARGE_INTESTINE,SRS4395502,SRX5414472,RNASeq-HCT15_LARGE_INTESTINE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17097595726,8460067159,8.46,carcinoma (adenocarcinoma),primary,large_intestine,2019-02-23T22:57:00.000Z
SRR8615859,SKPNDW_BONE,SRS4395566,SRX5414541,RNASeq-SKPNDW_BONE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,10924750446,5012630781,5.01,NA,NA,bone,2019-02-23T23:52:00.000Z
SRR8615433,RS5_FIBROBLAST,SRS4395145,SRX5414320,RNASeq-RS5_FIBROBLAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,22257081746,11928633466,11.93,mesothelioma,metastasis,pleura,2019-02-23T23:05:00.000Z
SRR8615596,RERFGC1B_STOMACH,SRS4395772,SRX5414804,RNASeq-RERFGC1B_STOMACH,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18060533968,9090996957,9.09,carcinoma,metastasis,stomach,2019-02-23T23:32:00.000Z
SRR8615476,SNUC2A_LARGE_INTESTINE,SRS4395343,SRX5414277,RNASeq-SNUC2A_LARGE_INTESTINE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17006596140,8563152607,8.56,carcinoma (adenocarcinoma),primary,large_intestine,2019-02-23T23:17:00.000Z
SRR8616141,CL34_LARGE_INTESTINE,SRS4395189,SRX5414909,RNASeq-CL34_LARGE_INTESTINE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,23682036004,13343535648,13.34,carcinoma (adenocarcinoma),primary,large_intestine,2019-02-24T01:18:00.000Z
SRR8615840,LK2_LUNG,SRS4395264,SRX5414560,RNASeq-LK2_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,13432543682,7099326439,7.1,carcinoma (squamous_cell_carcinoma),primary,lung,2019-02-23T23:52:00.000Z
SRR8616146,COLO320_LARGE_INTESTINE,SRS4395191,SRX5414904,RNASeq-COLO320_LARGE_INTESTINE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,21242110526,11971322209,11.97,carcinoma (adenocarcinoma),primary,large_intestine,2019-02-24T01:02:00.000Z
SRR8615846,IGR37_SKIN,SRS4395576,SRX5414554,RNASeq-IGR37_SKIN,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19755241248,9730372244,9.73,malignant_melanoma,metastasis,skin,2019-02-24T00:14:00.000Z
SRR8615722,RH30_SOFT_TISSUE,SRS4395675,SRX5414678,RNASeq-RH30_SOFT_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,21686220858,11638539659,11.64,rhabdomyosarcoma (alveolar),metastasis,soft_tissue,2019-02-24T00:06:00.000Z
SRR8616070,MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395161,SRX5414980,RNASeq-MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18154946546,9036891014,9.04,lymphoid_neoplasm (plasma_cell_myeloma),primary,haematopoietic_and_lymphoid_tissue,2019-02-24T01:00:00.000Z
SRR8615778,HS695T_SKIN,SRS4395103,SRX5414622,RNASeq-HS695T_SKIN,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,21350920250,10506624719,10.51,malignant_melanoma,metastasis,skin,2019-02-24T00:11:00.000Z
SRR8615287,EFO27_OVARY,SRS4395497,SRX5414466,RNASeq-EFO27_OVARY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14595824514,7266665898,7.27,carcinoma (mucinous_carcinoma),metastasis,ovary,2019-02-23T22:51:00.000Z
SRR8615261,NCIH196_LUNG,SRS4395520,SRX5414492,RNASeq-NCIH196_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14773549164,7310162965,7.31,carcinoma (small_cell_carcinoma),metastasis,lung,2019-02-23T22:49:00.000Z
SRR8615834,TE14_OESOPHAGUS,SRS4395586,SRX5414566,RNASeq-TE14_OESOPHAGUS,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,11175096722,5306696144,5.31,carcinoma (squamous_cell_carcinoma),primary,oesophagus,2019-02-23T23:46:00.000Z
SRR8615415,HS281T_FIBROBLAST,SRS4395389,SRX5414338,RNASeq-HS281T_FIBROBLAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18613539874,9107033421,9.11,carcinoma,primary,breast,2019-02-23T23:01:00.000Z
