,CellLine,Run,GCS_RNA_SRA_dirpaths,Tissue,Experiment,Sample,SRAStudy,ReleaseDate,LibraryName,LibrarySource,Sex,CenterName,size_MB,download_path
65,HCC1171,SRR8615818,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615818/,LUNG,SRX5414582,SRS4395139,SRP186687,2019-03-27 12:24:32,RNASeq-HCC1171_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,12088,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615818.sralite.1
66,COLO783,SRR8615787,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615787/,SKIN,SRX5414613,SRS4395186,SRP186687,2019-03-27 12:24:33,RNASeq-COLO783_SKIN,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8951,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615787.sralite.1
67,SKMEL1,SRR8616048,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616048/,SKIN,SRX5415002,SRS4395929,SRP186687,2019-03-27 12:24:38,RNASeq-SKMEL1_SKIN,TRANSCRIPTOMIC,male,BROAD INSTITUTE,10696,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616048.sralite.1
68,SNU1079,SRR8615571,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615571/,BILIARY_TRACT,SRX5414829,SRS4395790,SRP186687,2019-03-27 12:24:36,RNASeq-SNU1079_BILIARY_TRACT,TRANSCRIPTOMIC,,BROAD INSTITUTE,10851,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615571.sralite.1
69,SNU349,SRR8615312,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615312/,KIDNEY,SRX5414441,SRS4395473,SRP186687,2019-03-27 12:24:30,RNASeq-SNU349_KIDNEY,TRANSCRIPTOMIC,male,BROAD INSTITUTE,11556,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615312.sralite.1
70,KIJK,SRR8615912,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615912/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5415138,SRS4396035,SRP186687,2019-03-27 12:24:40,RNASeq-KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,6789,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615912.sralite.1
71,BFTC909,SRR8615769,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615769/,KIDNEY,SRX5414631,SRS4395630,SRP186687,2019-03-27 12:24:33,RNASeq-BFTC909_KIDNEY,TRANSCRIPTOMIC,male,BROAD INSTITUTE,12078,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615769.sralite.1
72,CADOES1,SRR8615273,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615273/,BONE,SRX5414480,SRS4395162,SRP186687,2019-03-27 12:24:30,RNASeq-CADOES1_BONE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,9805,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615273.sralite.1
73,COLO668,SRR8615793,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615793/,LUNG,SRX5414607,SRS4395616,SRP186687,2019-03-27 12:24:32,RNASeq-COLO668_LUNG,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8150,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615793.sralite.1
74,LOUNH91,SRR8615550,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615550/,LUNG,SRX5414850,SRS4395268,SRP186687,2019-03-27 12:24:36,RNASeq-LOUNH91_LUNG,TRANSCRIPTOMIC,female,BROAD INSTITUTE,6259,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615550.sralite.1
75,HCC56,SRR8615451,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615451/,LARGE_INTESTINE,SRX5414302,SRS4395287,SRP186687,2019-03-27 12:24:28,RNASeq-HCC56_LARGE_INTESTINE,TRANSCRIPTOMIC,,BROAD INSTITUTE,8599,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615451.sralite.1
76,HCC4006,SRR8615455,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615455/,LUNG,SRX5414298,SRS4395288,SRP186687,2019-03-27 12:24:28,RNASeq-HCC4006_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8481,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615455.sralite.1
77,OV90,SRR8615874,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615874/,OVARY,SRX5415176,SRS4396071,SRP186687,2019-03-27 12:24:40,RNASeq-OV90_OVARY,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7780,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615874.sralite.1
78,LC1F,SRR8616103,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616103/,LUNG,SRX5414947,SRS4395883,SRP186687,2019-03-27 12:24:37,RNASeq-LC1F_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,6721,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616103.sralite.1
79,BICR56,SRR8616117,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616117/,UPPER_AERODIGESTIVE_TRACT,SRX5414933,SRS4395873,SRP186687,2019-03-27 12:24:37,RNASeq-BICR56_UPPER_AERODIGESTIVE_TRACT,TRANSCRIPTOMIC,female,BROAD INSTITUTE,12146,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616117.sralite.1
80,NCIH1648,SRR8615954,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615954/,LUNG,SRX5415096,SRS4395242,SRP186687,2019-03-27 12:24:39,RNASeq-NCIH1648_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,11085,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615954.sralite.1
81,SLR25,SRR8615866,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615866/,KIDNEY,SRX5414534,SRS4395559,SRP186687,2019-03-27 12:24:31,RNASeq-SLR25_KIDNEY,TRANSCRIPTOMIC,,BROAD INSTITUTE,8907,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615866.sralite.1
82,BT20,SRR8616124,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616124/,BREAST,SRX5414926,SRS4395865,SRP186687,2019-03-27 12:24:37,RNASeq-BT20_BREAST,TRANSCRIPTOMIC,female,BROAD INSTITUTE,12348,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616124.sralite.1
83,SKNSH,SRR8615506,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615506/,AUTONOMIC_GANGLIA,SRX5414247,SRS4395317,SRP186687,2019-03-27 12:24:27,RNASeq-SKNSH_AUTONOMIC_GANGLIA,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7504,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615506.sralite.1
84,PL21,SRR8615970,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615970/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5415080,SRS4395989,SRP186687,2019-03-27 12:24:39,RNASeq-PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,11303,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615970.sralite.1
85,NCIH460,SRR8615810,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615810/,LUNG,SRX5414590,SRS4395604,SRP186687,2019-03-27 12:24:32,RNASeq-NCIH460_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,10131,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615810.sralite.1
86,HCC827,SRR8615284,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615284/,LUNG,SRX5414469,SRS4395499,SRP186687,2019-03-27 12:24:30,RNASeq-HCC827_LUNG,TRANSCRIPTOMIC,female,BROAD INSTITUTE,10365,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615284.sralite.1
87,SNU308,SRR8615306,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615306/,BILIARY_TRACT,SRX5414447,SRS4395477,SRP186687,2019-03-27 12:24:30,RNASeq-SNU308_BILIARY_TRACT,TRANSCRIPTOMIC,,BROAD INSTITUTE,10446,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615306.sralite.1
88,NCIH1341,SRR8615904,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615904/,LUNG,SRX5415146,SRS4396043,SRP186687,2019-03-27 12:24:40,RNASeq-NCIH1341_LUNG,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8814,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615904.sralite.1
89,HT115,SRR8616044,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616044/,LARGE_INTESTINE,SRX5415006,SRS4395933,SRP186687,2019-03-27 12:24:38,RNASeq-HT115_LARGE_INTESTINE,TRANSCRIPTOMIC,,BROAD INSTITUTE,17897,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/616/SRR8616044.sralite.1
90,TE441T,SRR8615463,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615463/,SOFT_TISSUE,SRX5414290,SRS4395353,SRP186687,2019-03-27 12:24:27,RNASeq-TE441T_SOFT_TISSUE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,4910,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615463.sralite.1
91,MKN74,SRR8615516,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615516/,STOMACH,SRX5414237,SRS4395307,SRP186687,2019-03-27 12:24:27,RNASeq-MKN74_STOMACH,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8777,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615516.sralite.1
92,A3KAW,SRR8616021,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616021/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5415029,SRS4395947,SRP186687,2019-03-27 12:24:39,RNASeq-A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8878,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616021.sralite.1
93,VMCUB1,SRR8618300,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8618300/,URINARY_TRACT,SRX5417216,SRS4397856,SRP186687,2019-03-27 12:24:41,RNASeq-VMCUB1_URINARY_TRACT,TRANSCRIPTOMIC,male,BROAD INSTITUTE,3561,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/618/SRR8618300.sralite.1
94,253JBV,SRR8616167,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616167/,URINARY_TRACT,SRX5414883,SRS4395831,SRP186687,2019-03-27 12:24:36,RNASeq-253JBV_URINARY_TRACT,TRANSCRIPTOMIC,,BROAD INSTITUTE,8093,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/616/SRR8616167.sralite.1
95,NCIH1435,SRR8615589,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615589/,LUNG,SRX5414811,SRS4395775,SRP186687,2019-03-27 12:24:35,RNASeq-NCIH1435_LUNG,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7318,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615589.sralite.1
96,SNU626,SRR8616026,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616026/,CENTRAL_NERVOUS_SYSTEM,SRX5415024,SRS4395946,SRP186687,2019-03-27 12:24:39,RNASeq-SNU626_CENTRAL_NERVOUS_SYSTEM,TRANSCRIPTOMIC,male,BROAD INSTITUTE,10373,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616026.sralite.1
97,CAS1,SRR8615249,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615249/,CENTRAL_NERVOUS_SYSTEM,SRX5414504,SRS4395529,SRP186687,2019-03-27 12:24:31,RNASeq-CAS1_CENTRAL_NERVOUS_SYSTEM,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8889,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615249.sralite.1
98,PC3,SRR8615641,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615641/,PROSTATE,SRX5414759,SRS4395744,SRP186687,2019-03-27 12:24:35,RNASeq-PC3_PROSTATE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,6892,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615641.sralite.1
99,COLO678,SRR8615792,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615792/,LARGE_INTESTINE,SRX5414608,SRS4395184,SRP186687,2019-03-27 12:24:32,RNASeq-COLO678_LARGE_INTESTINE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,12291,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615792.sralite.1
100,HCC1500,SRR8616180,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616180/,BREAST,SRX5414870,SRS4395819,SRP186687,2019-03-27 12:24:36,RNASeq-HCC1500_BREAST,TRANSCRIPTOMIC,female,BROAD INSTITUTE,13705,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616180.sralite.1
101,HS939T,SRR8615887,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615887/,SKIN,SRX5415163,SRS4396060,SRP186687,2019-03-27 12:24:40,RNASeq-HS939T_SKIN,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8477,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615887.sralite.1
102,IMR32,SRR8615842,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615842/,AUTONOMIC_GANGLIA,SRX5414558,SRS4395580,SRP186687,2019-03-27 12:24:32,RNASeq-IMR32_AUTONOMIC_GANGLIA,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8089,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615842.sralite.1
103,FTC238,SRR8615868,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615868/,THYROID,SRX5415181,SRS4396076,SRP186687,2019-03-27 12:24:41,RNASeq-FTC238_THYROID,TRANSCRIPTOMIC,male,BROAD INSTITUTE,10363,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615868.sralite.1
104,CL14,SRR8616140,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616140/,LARGE_INTESTINE,SRX5414910,SRS4395188,SRP186687,2019-03-27 12:24:37,RNASeq-CL14_LARGE_INTESTINE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,9047,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/616/SRR8616140.sralite.1
105,NCIH1581,SRR8616192,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616192/,LUNG,SRX5414858,SRS4395240,SRP186687,2019-03-27 12:24:36,RNASeq-NCIH1581_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7702,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616192.sralite.1
106,KNS60,SRR8615702,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615702/,CENTRAL_NERVOUS_SYSTEM,SRX5414698,SRS4395692,SRP186687,2019-03-27 12:24:34,RNASeq-KNS60_CENTRAL_NERVOUS_SYSTEM,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8125,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615702.sralite.1
107,NCIH1836,SRR8615609,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615609/,LUNG,SRX5414791,SRS4395767,SRP186687,2019-03-27 12:24:35,RNASeq-NCIH1836_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,5417,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615609.sralite.1
108,TO175T,SRR8616087,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616087/,FIBROBLAST,SRX5414963,SRS4395897,SRP186687,2019-03-27 12:24:38,RNASeq-TO175T_FIBROBLAST,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7268,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616087.sralite.1
109,SUPT1,SRR8615926,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615926/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5415124,SRS4396024,SRP186687,2019-03-27 12:24:40,RNASeq-SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8051,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615926.sralite.1
110,CORL95,SRR8615427,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615427/,LUNG,SRX5414326,SRS4395116,SRP186687,2019-03-27 12:24:28,RNASeq-CORL95_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,11534,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615427.sralite.1
111,HOS,SRR8616211,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616211/,BONE,SRX5415191,SRS4396085,SRP186687,2019-03-27 12:24:41,RNASeq-HOS_BONE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8149,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/616/SRR8616211.sralite.1
112,HT1080,SRR8616043,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616043/,SOFT_TISSUE,SRX5415007,SRS4395934,SRP186687,2019-03-27 12:24:38,RNASeq-HT1080_SOFT_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,9216,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/616/SRR8616043.sralite.1
113,YD10B,SRR8618309,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8618309/,UPPER_AERODIGESTIVE_TRACT,SRX5417207,SRS4397847,SRP186687,2019-03-27 12:24:42,RNASeq-YD10B_UPPER_AERODIGESTIVE_TRACT,TRANSCRIPTOMIC,male,BROAD INSTITUTE,5028,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/618/SRR8618309.sralite.1
114,UO31,SRR8615333,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615333/,KIDNEY,SRX5414420,SRS4395458,SRP186687,2019-03-27 12:24:30,RNASeq-UO31_KIDNEY,TRANSCRIPTOMIC,male,BROAD INSTITUTE,6811,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615333.sralite.1
115,HEL9217,SRR8615628,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615628/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414772,SRS4395754,SRP186687,2019-03-27 12:24:35,RNASeq-HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8601,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615628.sralite.1
116,UMUC3,SRR8615334,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615334/,URINARY_TRACT,SRX5414419,SRS4395457,SRP186687,2019-03-27 12:24:30,RNASeq-UMUC3_URINARY_TRACT,TRANSCRIPTOMIC,male,BROAD INSTITUTE,9412,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615334.sralite.1
117,GB1,SRR8615732,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615732/,CENTRAL_NERVOUS_SYSTEM,SRX5414668,SRS4395665,SRP186687,2019-03-27 12:24:33,RNASeq-GB1_CENTRAL_NERVOUS_SYSTEM,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7461,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/8615/SRR8615732/SRR8615732.lite.1
118,CAPAN2,SRR8615246,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615246/,PANCREAS,SRX5414507,SRS4395532,SRP186687,2019-03-27 12:24:31,RNASeq-CAPAN2_PANCREAS,TRANSCRIPTOMIC,male,BROAD INSTITUTE,12860,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615246.sralite.1
119,HUH28,SRR8615663,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615663/,BILIARY_TRACT,SRX5414737,SRS4395726,SRP186687,2019-03-27 12:24:34,RNASeq-HUH28_BILIARY_TRACT,TRANSCRIPTOMIC,,BROAD INSTITUTE,6389,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615663.sralite.1
120,HH,SRR8616134,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616134/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414916,SRS4395855,SRP186687,2019-03-27 12:24:37,RNASeq-HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8878,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/616/SRR8616134.sralite.1
121,OE19,SRR8615226,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615226/,OESOPHAGUS,SRX5414527,SRS4395552,SRP186687,2019-03-27 12:24:31,RNASeq-OE19_OESOPHAGUS,TRANSCRIPTOMIC,male,BROAD INSTITUTE,9422,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615226.sralite.1
122,NUGC3,SRR8615450,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615450/,STOMACH,SRX5414303,SRS4395362,SRP186687,2019-03-27 12:24:28,RNASeq-NUGC3_STOMACH,TRANSCRIPTOMIC,male,BROAD INSTITUTE,9862,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615450.sralite.1
123,A1207,SRR8615649,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615649/,CENTRAL_NERVOUS_SYSTEM,SRX5414751,SRS4395736,SRP186687,2019-03-27 12:24:34,RNASeq-A1207_CENTRAL_NERVOUS_SYSTEM,TRANSCRIPTOMIC,female,BROAD INSTITUTE,6400,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615649.sralite.1
124,SUDHL8,SRR8615947,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615947/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5415103,SRS4396008,SRP186687,2019-03-27 12:24:39,RNASeq-SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,10298,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615947.sralite.1
125,KALS1,SRR8615714,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615714/,CENTRAL_NERVOUS_SYSTEM,SRX5414686,SRS4395681,SRP186687,2019-03-27 12:24:33,RNASeq-KALS1_CENTRAL_NERVOUS_SYSTEM,TRANSCRIPTOMIC,female,BROAD INSTITUTE,9795,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615714.sralite.1
126,IGR39,SRR8615843,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615843/,SKIN,SRX5414557,SRS4395579,SRP186687,2019-03-27 12:24:31,RNASeq-IGR39_SKIN,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7819,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615843.sralite.1
127,ZR7530,SRR8618304,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8618304/,BREAST,SRX5417212,SRS4397852,SRP186687,2019-03-27 12:24:42,RNASeq-ZR7530_BREAST,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7906,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/618/SRR8618304.sralite.1
128,CAL54,SRR8615315,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615315/,KIDNEY,SRX5414438,SRS4395472,SRP186687,2019-03-27 12:24:30,RNASeq-CAL54_KIDNEY,TRANSCRIPTOMIC,male,BROAD INSTITUTE,12422,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615315.sralite.1
129,CW2,SRR8615958,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615958/,LARGE_INTESTINE,SRX5415092,SRS4395119,SRP186687,2019-03-27 12:24:40,RNASeq-CW2_LARGE_INTESTINE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,11071,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615958.sralite.1
